x|y
0.3166945839779771|0.8907476954581616
0.31984610773664734|0.944816168605863
0.6931684926711227|0.13607945943104482
0.7693671247200992|0.892420084310199
0.6630489874314973|0.5187324570291845
0.6692783141202624|0.518047135263971
0.653636408961256|0.42764314992652147
0.76084187410539|0.4463912967345939
0.7934839680840503|0.3887653899784963
0.8096932565232625|0.19380432266239042
0.8033558638764275|0.19111322354467303
0.8026614122105191|0.19476552415234277
0.7982040362594268|0.169154868501575
0.8121283938617845|0.17672990661300142
0.8680898121208179|0.08595811424961292
0.8613703327960115|0.09275513433230545
0.8722268627368263|0.10021492399826996
0.8959164309731437|0.11643541574540957
0.1877478373689621|0.42581438138312133
0.3943430735282502|0.7333370710505291
0.0866044711642843|0.8606906992562747
0.13972484589303372|0.9310310854939933
0.07434588266559028|0.9650685149999848
0.3122608308318392|0.929511904612317
0.33972491714952274|0.9409624256456574
0.35544663725781855|0.9375662492903205
0.38625545193996963|0.7826930355098146
0.4006308273336079|0.8089808515900039
0.2836611987384143|0.8426112736730329
0.33701665178658985|0.7912709796250198
0.3696543540769832|0.809965948053977
0.26143601396095495|0.880096880700843
0.3015388924225441|0.8181442682995298
0.4249267913324192|0.7786247444839561
0.4266388191508356|0.794015795422263
0.3713961094586897|0.8290364962663482
0.2654557365893102|0.8857649040080816
0.3511931009111285|0.7231375773989794
0.3245004197066147|0.8637581375444277
0.26932607091840455|0.815712809529676
0.6543019780357265|0.4402362453340684
0.6356071392587447|0.1176684138357427
0.6355434464337427|0.11981178503253298
0.45073781362303106|0.26031843600455323
0.4510124775642869|0.26645947580383894
0.4585090337969393|0.46997472720468947
0.42321646836060756|0.49532024212270415
0.4960986018466137|0.70435331286881
0.5135323551492049|0.8355926937725693
0.3726938081459173|0.8906990732839928
0.31150277261123904|0.7961400141439254
0.23647382084633922|0.6673466881692385
0.08198782895967553|0.9512530019016914
0.39720370568537644|0.8217269784286118
0.19302505749513618|0.6577527369101116
0.2174813262281463|0.2856123672672189
0.6123927630962559|0.8218334726249237
0.8317754252309557|0.7065569201322313
0.5604560376618021|0.3818393297562282
0.5081155371357711|0.499117550267381
0.3289590193616814|0.8556485691644972
0.5467385503715401|0.6198105963674793
0.5247553811616871|0.5021943895593767
0.4953604811669803|0.4925081672972748
0.49215296414000725|0.4926943564014303
0.5110239838391427|0.489417500012348
0.6758198712474425|0.48794589229204033
0.5905603508701713|0.15889097368196944
0.5766883428029123|0.159902599496054
0.63458641921237|0.14889691338386796
0.7446413337184972|0.3243919486006987
0.7481968865785438|0.33249581997539374
0.7423413589064738|0.32001381748508057
0.7409097087238804|0.3165879949404531
0.7534359870160985|0.34280886136845107
0.7551932823524258|0.3471665730523857
0.8192367350709111|0.5721265927014038
0.44801903554132194|0.5753367130183088
0.4345589722848172|0.5785104792765067
0.4219827363792615|0.5811043942424946
0.4704789041041704|0.5688221516156569
0.501961225106938|0.256722039129675
0.5079902640281381|0.4905297979528397
0.5121431648769014|0.8337013216315882
0.5474884178498391|0.7844496037987977
0.5244256099381462|0.8310970167873096
0.5457857282592187|0.7515861031480595
0.8980327868739335|0.7470669707605521
0.38462651869813086|0.7302141560648214
0.41219646780988195|0.7309407978333005
0.4073267768876111|0.7411805430993464
0.5428698524172226|0.7076416891122527
0.4917727432168748|0.7078694391761224
0.20200906216896994|0.5878916941329101
0.19996538004619532|0.6341022681697133
0.5955649317970185|0.8282513966809313
0.5916733434903437|0.8336228442359959
0.4950341400473441|0.8741352505279543
0.5967324699627126|0.8083702874784959
0.5976299084994106|0.812082472099846
0.7457436997339141|0.32688576102692746
0.5828736016769374|0.1589087681241398
0.4444093317436972|0.8379038873588066
0.44629101149549644|0.8603516893018801
0.7827286566091164|0.8874057750777702
0.8369913034698802|0.6975573905453749
0.5963083315451484|0.8350231747967379
0.46512513562023494|0.34852756534841994
0.44026890890483433|0.13976344811861752
0.39606992572825656|0.6656570779404489
0.45838349205123763|0.17140283257529285
0.4462119865377483|0.22826889704763578
0.7726893798207155|0.342614310243049
0.7031088960605003|0.08740731500123834
0.5911628780580954|0.8173571370618442
0.2458744381966974|0.9012789447995784
0.4452503810734677|0.7079635584593161
0.913312606618633|0.11463944706204475
0.810344716783349|0.671723224261995
0.41268554749786873|0.839166785995539
0.4699904759129427|0.7784754657626113
0.5932354413629268|0.8165154044841719
0.4211183562989529|0.8548097688867001
0.41798888221628505|0.7863346280532924
0.513545263374875|0.7353553228342644
0.5313889553073217|0.7216178934419761
0.4806471750021736|0.7896040775337734
0.5349136902544398|0.7747812808572432
0.4314208194678204|0.8438541390840631
0.39519728819410455|0.8988991715284056
0.30673844572492964|0.9145914247155834
0.47280203131547033|0.8481649725888175
0.3023285724940384|0.9512107869981504
0.3751706720595622|0.8852741993919006
0.45830898784320473|0.8292290583061047
0.40365896875101087|0.9384530774259624
0.31280187535645976|0.8869235347951121
0.28260292909465246|0.902652865294847
0.29939410046030973|0.8858086198952894
0.24384994194957466|0.8883287012625465
0.2965036456840537|0.8970423051530934
0.2063376981427085|0.9693845123233559
0.19523092214369697|0.9518033594177219
0.21910020765783775|0.9474844376427037
0.10783719599634854|0.9074634618319347
0.35792279439227503|0.8772711918080788
0.16172026589628022|0.9143800256833935
0.15082949355813588|0.9210235711366572
0.1504350772044412|0.8931140616290878
0.14893092339741862|0.8958167095022473
0.16400660074998785|0.9101739254964553
0.15662206844929746|0.8954908945129983
0.14579448397038797|0.9156244156317278
0.16147858231462892|0.9005768739641511
0.4118405097463646|0.8403612599300785
